id,tgl_masuk_barang_gudang,nomor_po,nama_brg,nie_brg,tipe_brg,merk_brg,negara_asal,stok,deskripsi_alat,harga_beli,harga_satuan,status_cek
3822,0000-00-00,,"NAIL SCISSORS, STRAIGHT, 10,0CM, 4""",,HB 1639-01,HEBU,GERMANY,1,,0,879200,1
3823,0000-00-00,,"NAIL SCISSORS, CURVED, 9CM,3 1/2""",,HB 1640,HEBU,GERMANY,1,,0,931000,1
3824,0000-00-00,,"FINGER RING SAW, 17CM, 6 3/4""",,HB 1641,HEBU,GERMANY,1,,0,6035100,1
3825,0000-00-00,,"FINGER RING SAW, CHROMEPLATED, 16CM, 6 1/4""",,HB 1642,HEBU,GERMANY,1,,0,3057500,1
3826,0000-00-00,,SAW BLADE FOR HB 1641,,HB 1643,HEBU,GERMANY,1,,0,803600,1
3827,0000-00-00,,SPECIAL SAW BLADE FOR TITANAND STEEL (HB 1641),,HB 1643-01,HEBU,GERMANY,1,,0,1458000,1
3828,0000-00-00,,SAW BLADE FOR HB 1642,,HB 1644,HEBU,GERMANY,1,,0,682600,1
3829,0000-00-00,,SPECIAL SAW BLADE FORTITAN AND STEEL FOR HB1642,,HB 1644-01,HEBU,GERMANY,1,,0,1353300,1
3830,0000-00-00,,"CURETTE-EXCAVATOR WITHOUTHOLE, 1,0MM",,HB 1649-00,HEBU,GERMANY,1,,0,583200,1
3831,0000-00-00,,"CURETTE-EXCAVATOR WITHOUTHOLE, 1,5MM",,HB 1649-01,HEBU,GERMANY,1,,0,583200,1
3832,0000-00-00,,"CURETTE-EXCAVATOR WITHOUTHOLE, 2,0MM",,HB 1649-02,HEBU,GERMANY,1,,0,583200,1
3833,0000-00-00,,"CURETTE-EXCAVATOR WITHOUTHOLE, 2,5MM",,HB 1649-03,HEBU,GERMANY,1,,0,583200,1
3834,0000-00-00,,"CURETTE-EXCAVATOR WITHOUT HOLE, 4,0MM",,HB 1649-06,HEBU,GERMANY,1,,0,583200,1
3835,0000-00-00,,"FINGER NAIL DRILL, SET",,HB 1650,HEBU,GERMANY,1,,0,6647400,1
3836,0000-00-00,,"DRILL, SET",,HB 1651,HEBU,GERMANY,1,,0,2421400,1
3837,0000-00-00,,"FORCEPS FOR TEARING OUT TOEAND FINGER NAILS, 14CM, 5 1/2""",,HB 1652,HEBU,GERMANY,1,,0,3480900,1
3838,0000-00-00,,"FORCEPS FOR TEARING OUT TOEAND FINGER NAILS, 14CM, 5 1/2"""",""DELICATE",,HB 1652D,HEBU,GERMANY,1,,0,4052200,1
3839,0000-00-00,,"FELDMANN TOURNIQUET FORFINGERS AND TOES, 10CM, 4""",,HB 1653,HEBU,GERMANY,1,,0,5657100,1
3840,0000-00-00,,CURETTE-EXCAVATOR W/HOLE 1MM,,HB 1654-00,HEBU,GERMANY,1,,0,729000,1
3841,0000-00-00,,"CURETTE-EXCAVATOR W/HOLE 1,5MM",,HB 1654-01,HEBU,GERMANY,1,,0,729000,1
3842,0000-00-00,,CURETTE-EXCAVATOR W/HOLE 2MM,,HB 1654-02,HEBU,GERMANY,1,,0,729000,1
3843,0000-00-00,,"CURETTE-EXCAVATOR W/HOLE 2,5MM",,HB 1654-03,HEBU,GERMANY,1,,0,729000,1
3844,0000-00-00,,"CURETTE-EXCAVATOR WITH HOLE 4,0MM",,HB 1654-04,HEBU,GERMANY,1,,0,729000,1
3845,0000-00-00,,"CURETTE-EXCAVATOR, DOUBLE END,W/HOLES, 1,5MM & 2MM",,HB 1654-12,HEBU,GERMANY,1,,0,950400,1
3846,0000-00-00,,"CURETTE-EXCAVATOR, DOUBLE END,W/HOLES, 1,5MM & 2,5MM",,HB 1654-13,HEBU,GERMANY,1,,0,950400,1
3847,0000-00-00,,"S.E. NUCLEUS KNIFE, 3MM,5 1/4""",,HB 1656,HEBU,GERMANY,1,,0,1020600,1
3848,0000-00-00,,"S.E. NUCLEUS KNIFE, 2MM,5 1/4""",,HB 1657,HEBU,GERMANY,1,,0,1020600,1
3849,0000-00-00,,"S.E. NUCLEUS KNIFE, 4MM,5 1/4""",,HB 1657-04,HEBU,GERMANY,1,,0,1020600,1
3850,0000-00-00,,"NAIL SPLITTER, 2MM, STRAIGHT",,HB 1660,HEBU,GERMANY,1,,0,729000,1
3851,0000-00-00,,"NAIL SPLITTER, 3,5MM,STRAIGHT",,HB 1660-35,HEBU,GERMANY,1,,0,864000,1
3852,0000-00-00,,"NAIL SPLITTER, #60, 2MM,ANGLED",,HB 1661-20,HEBU,GERMANY,1,,0,992600,1
3853,0000-00-00,,"NAIL SPLITTER, #62, 3,5MM,ANGLED",,HB 1661-35,HEBU,GERMANY,1,,0,992600,1
3854,0000-00-00,,"S.E. CHISEL, SPADE PATTERN,CURVED EDGE, 6MM",,HB 1662,HEBU,GERMANY,1,,0,729000,1
3855,0000-00-00,,D.E. EXCAVATOR / PROBE,,HB 1670,HEBU,GERMANY,1,,0,656700,1
3856,0000-00-00,,D.E. EXCAVATOR / PACKER,,HB 1671,HEBU,GERMANY,1,,0,656700,1
3857,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.1, 10.5CM, 4 1/4",,HB 1701,HEBU,GERMANY,1,,0,922400,1
3858,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.1, 11.5CM, 4 1/2""",,HB 1702,HEBU,GERMANY,1,,0,869400,1
3859,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.1, 13CM, 5",,HB 1703,HEBU,GERMANY,1,,0,805700,1
3860,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.1, 14.5CM, 5 3/4",,HB 1704,HEBU,GERMANY,25,,0,841400,1
3861,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.1, 15.5CM, 6 1/8",,HB 1705,HEBU,GERMANY,4,,0,895400,1
3862,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.1, 16.5CM, 6 1/2",,HB 1706,HEBU,GERMANY,1,,0,1048700,1
3863,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.1, 18.5CM, 7 1/4",,HB 1708,HEBU,GERMANY,1,,0,1357600,1
3864,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.1, 20CM, 8",,HB 1709,HEBU,GERMANY,1,,0,1484000,1
3865,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.2, 10.5CM, 4 1/4""",,HB 1711,HEBU,GERMANY,1,,0,922400,1
3866,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.2, 11.5CM, 4 1/2""",,HB 1712,HEBU,GERMANY,1,,0,869400,1
3867,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.2, 13CM, 5""",,HB 1713,HEBU,GERMANY,29,,0,805700,1
3868,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.2, 14.5CM, 5 3/4""",,HB 1714,HEBU,GERMANY,82,,0,841400,1
3869,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.2, 15.5CM, 6 1/8""",,HB 1715,HEBU,GERMANY,1,,0,895400,1
3870,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.2, 16.5CM, 6 1/2""",,HB 1716,HEBU,GERMANY,3,,0,1048700,1
3871,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.2, 18.5CM, 7 1/4""",,HB 1718,HEBU,GERMANY,1,,0,1357600,1
3872,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.2, 20CM, 8""",,HB 1719,HEBU,GERMANY,1,,0,1484000,1
3873,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.3, 10.5CM, 4 1/4""",,HB 1721,HEBU,GERMANY,1,,0,922400,1
3874,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.3, 11.5CM, 4 1/2""",,HB 1722,HEBU,GERMANY,1,,0,869400,1
3875,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.3, 13CM, 5""",,HB 1723,HEBU,GERMANY,1,,0,805700,1
3876,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.3, 14.5CM, 5 3/4""",,HB 1724,HEBU,GERMANY,221,,0,841400,1
3877,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.3, 15.5CM, 6 1/8""",,HB 1725,HEBU,GERMANY,1,,0,922400,1
3878,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.3, 16.5CM, 6 1/2""",,HB 1726,HEBU,GERMANY,1,,0,1048700,1
3879,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.3, 18.5CM, 7 1/4""",,HB 1728,HEBU,GERMANY,1,,0,1357600,1
3880,0000-00-00,,"OPERATING SCISSORS STANDARD,STRAIGHT,FIG.3, 20CM, 8""",,HB 1729,HEBU,GERMANY,1,,0,1484000,1
3881,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.1, 10.5CM, 4 1/4""",,HB 1731,HEBU,GERMANY,1,,0,999000,1
3882,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.1, 11.5CM, 4 1/2""",,HB 1732,HEBU,GERMANY,1,,0,946100,1
3883,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.1, 13CM, 5""",,HB 1733,HEBU,GERMANY,1,,0,855400,1
3884,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.1, 14.5CM, 5 3/4""",,HB 1734,HEBU,GERMANY,5,,0,895400,1
3885,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.1, 15.5CM, 6 1/8""",,HB 1735,HEBU,GERMANY,1,,0,999000,1
3886,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.1, 16.5CM, 6 1/2""",,HB 1736,HEBU,GERMANY,1,,0,1178300,1
3887,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.1, 18.5CM, 7 1/4""",,HB 1738,HEBU,GERMANY,1,,0,1509900,1
3888,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.1, 20CM, 8""",,HB 1739,HEBU,GERMANY,1,,0,1791800,1
3889,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.2, 10.5CM, 4 1/4""",,HB 1741,HEBU,GERMANY,1,,0,999000,1
3890,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.2, 11.5CM, 4 1/2""",,HB 1742,HEBU,GERMANY,1,,0,946100,1
3891,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.2, 13CM, 5""",,HB 1743,HEBU,GERMANY,1,,0,855400,1
3892,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.2, 14.5CM, 5 3/4""",,HB 1744,HEBU,GERMANY,84,,0,895400,1
3893,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.2, 15.5CM, 6 1/8""",,HB 1745,HEBU,GERMANY,2,,0,999000,1
3894,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.2, 16.5CM, 6 1/2""",,HB 1746,HEBU,GERMANY,1,,0,1178300,1
3895,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.2, 18.5CM, 7 1/4""",,HB 1748,HEBU,GERMANY,1,,0,1509900,1
3896,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.2, 20CM, 8""",,HB 1749,HEBU,GERMANY,1,,0,1791800,1
3897,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.3, 10.5CM, 4 1/4""",,HB 1751,HEBU,GERMANY,2,,0,999000,1
3898,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.3, 11.5CM, 4 1/2""",,HB 1752,HEBU,GERMANY,1,,0,946100,1
3899,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.3, 13CM, 5""",,HB 1753,HEBU,GERMANY,1,,0,855400,1
3900,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.3, 14.5CM, 5 3/4""",,HB 1754,HEBU,GERMANY,20,,0,895400,1
3901,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.3, 15.5CM, 6 1/8""",,HB 1755,HEBU,GERMANY,1,,0,999000,1
3902,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.3, 16.5CM, 6 1/2""",,HB 1756,HEBU,GERMANY,1,,0,1178300,1
3903,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.3, 18.5CM, 7 1/4""",,HB 1758,HEBU,GERMANY,1,,0,1509900,1
3904,0000-00-00,,"OPERATING SCISSORS STANDARD, CURVED, FIG.3, 20CM, 8""",,HB 1759,HEBU,GERMANY,1,,0,1791800,1
3905,0000-00-00,,"OPERATING SCISSORS GRAZIL, STRAIGHT, FIG.1, 13CM, 5""",,HB 1761,HEBU,GERMANY,1,,0,1137300,1
3906,0000-00-00,,"OPERATING SCISSORS GRAZIL, STRAIGHT, FIG.1, 14.5CM, 5 3/4""",,HB 1762,HEBU,GERMANY,1,,0,1248500,1
3907,0000-00-00,,"OPERATING SCISSORS GRAZIL, STRAIGHT, FIG.2, 13CM, 5""",,HB 1763,HEBU,GERMANY,1,,0,1137300,1
3908,0000-00-00,,"OPERATING SCISSORS GRAZIL, STRAIGHT, FIG.2, 14.5CM, 5 3/4""",,HB 1764,HEBU,GERMANY,1,,0,1248500,1
3909,0000-00-00,,"OPERATING SCISSORS GRAZIL, STRAIGHT, FIG.3, 13CM, 5""",,HB 1765,HEBU,GERMANY,1,,0,1137300,1
3910,0000-00-00,,"OPERATING SCISSORS GRAZIL, STRAIGHT, FIG.3, 14.5CM, 5 3/4""",,HB 1766,HEBU,GERMANY,1,,0,1248500,1
3911,0000-00-00,,"OPERATING SCISSORS GRAZIL, CURVED, FIG.1, 13CM, 5""",,HB 1767,HEBU,GERMANY,1,,0,1171800,1
3912,0000-00-00,,"OPERATING SCISSORS GRAZIL, CURVED, FIG.1, 14.5CM, 5 3/4""",,HB 1768,HEBU,GERMANY,1,,0,1283100,1
3913,0000-00-00,,"OPERATING SCISSORS GRAZIL, CURVED, FIG.2, 13CM, 5""",,HB 1769,HEBU,GERMANY,1,,0,1171800,1
3914,0000-00-00,,"OPERATING SCISSORS GRAZIL, CURVED, FIG.2, 14.5CM, 5 3/4""",,HB 1770,HEBU,GERMANY,1,,0,1283100,1
3915,0000-00-00,,"OPERATING SCISSORS GRAZIL, CURVED, FIG.3, 13CM, 5""",,HB 1771,HEBU,GERMANY,1,,0,1171800,1
3916,0000-00-00,,"OPERATING SCISSORS GRAZIL, CURVED, FIG.3, 14.5CM, 5 3/4""",,HB 1772,HEBU,GERMANY,1,,0,1283100,1
3917,0000-00-00,,"DEAVER OPERATING SCISSORS, STRAIGHT, 14.5CM, 5 3/4""",,HB 1773,HEBU,GERMANY,1,,0,922400,1
3918,0000-00-00,,"DEAVER OPERATING SCISSORS, CURVED, 14.5CM, 5 3/4""",,HB 1774,HEBU,GERMANY,1,,0,999000,1
3919,0000-00-00,,"DEAVER OPERATING SCISSORS, STRAIGHT, SAW EDGE, 14.5CM, 5 3/4""",,HB 1775,HEBU,GERMANY,1,,0,1489400,1
3920,0000-00-00,,"DEAVER OPERATING SCISSORS, CURVED, SAW EDGE, 14.5CM, 5 3/4""",,HB 1776,HEBU,GERMANY,1,,0,1567100,1
3921,0000-00-00,,"GOLDMANN-FOX OPERATING SCISSORS, STRAIGHT, 13CM, 5""",,HB 1777-01,HEBU,GERMANY,1,,0,1696700,1
3922,0000-00-00,,"GOLDMANN-FOX OPERATINGSCISSORS, STRAIGHT, 13CM, 5"",""SUPERCUT",,HB 1777-01-SC,HEBU,GERMANY,1,,0,2344700,1
3923,0000-00-00,,"GOLDMANN-FOX OPERATING SCISSORS, CURVEDT, 13CM, 5""",,HB 1777-02,HEBU,GERMANY,1,,0,1774500,1
3924,0000-00-00,,"GOLDMANN-FOX OPERATINGSCISSORS, CURVED, 13CM, 5""SUPERCUT",,HB 1777-02-SC,HEBU,GERMANY,1,,0,2422500,1
3925,0000-00-00,,"MILLER OPERATING SCISSORS,STRAIGHT, 13,0CM, 5 1/4""""""",,HB 1778,HEBU,GERMANY,1,,0,1640600,1
3926,0000-00-00,,"GORNEY FACELIFT SCISSORS,STRAIGHT, 7 3/4""",,HB 1778-01,HEBU,GERMANY,1,,0,2121200,1
3927,0000-00-00,,"GORNEY FACELIFT SCISSORS,CURVED, 7 3/4""",,HB 1778-02,HEBU,GERMANY,1,,0,2267000,1
3928,0000-00-00,,"GORNEY FACELIFT SCISSORS,CURVED, 7 1/2""""""CERABITE",,HB 1778-02-CB,HEBU,GERMANY,1,,0,13286200,1
3929,0000-00-00,,"FREEMANN-GORNEY FACELIFT SCISSORS,CURVED, 7 1/2""""""CERABITE",,HB 1778-12-CB,HEBU,GERMANY,1,,0,14189100,1
3930,0000-00-00,,"KAYE FACELIFT SCISSORS,CURVED, 7 1/2""""""CERABITE",,HB 1778-22-CB,HEBU,GERMANY,1,,0,14108100,1
3931,0000-00-00,,"INCISION SCISSORS, 13CM, 5""",,HB 1780,HEBU,GERMANY,1,,0,1151300,1
3932,0000-00-00,,"INCISION SCISSORS, 14.5CM, 5 3/4""",,HB 1781,HEBU,GERMANY,1,,0,1471000,1
3933,0000-00-00,,"FERGUSSON OPERATING SCISSORS,16,5CM, 6 1/2""""""",,HB 1782-16,HEBU,GERMANY,1,,0,1330600,1
3934,0000-00-00,,"RICHTER OPERATING SCISSORS, 14.5CM, 5 3/4""",,HB 1783,HEBU,GERMANY,1,,0,2021800,1
3935,0000-00-00,,"RICHTER OPERATING SCISSORS, 17CM, 6 3/4",,HB 1783-17,HEBU,GERMANY,1,,0,2169800,1
3936,0000-00-00,,"RICHTER OPERATING SCISSORS, 14.5CM, 5 3/4",,HB 1784,HEBU,GERMANY,1,,0,2021800,1
3937,0000-00-00,,"RICHTER OPERATING SCISSORS, 17CM, 6 3/4",,HB 1784-17,HEBU,GERMANY,1,,0,2169800,1
3938,0000-00-00,,"MIXTER OPERATING SCISSORS, STRAIGHT, 15.5CM, 6 1/8""",,HB 1785,HEBU,GERMANY,1,,0,1301400,1
3939,0000-00-00,,"MIXTER OPERATING SCISSORS, CURVED, 15.5CM, 6 1/8""",,HB 1786,HEBU,GERMANY,1,,0,1357600,1
3940,0000-00-00,,"MIXTER OPERATING SCISSORS,STRAIGHT, SAW EDGE, 15,5CM,6 1/8""",,HB 1787,HEBU,GERMANY,1,,0,1646000,1
3941,0000-00-00,,"MIXTER OPERATING SCISSORS,CURVED, SAW EDGE, 15,5CM,6 1/8""",,HB 1788,HEBU,GERMANY,1,,0,1702100,1
3942,0000-00-00,,"BROPHY SCISSORS 5 1/2"", 14CM,""STRAIGHT, SHARP TIPS",,HB 1789,HEBU,GERMANY,1,,0,1649200,1
3943,0000-00-00,,"BROPHY SCISSORS 5 1/2"", 14CM,""CURVED, SHARP TIPS",,HB 1789G,HEBU,GERMANY,1,,0,1669700,1
3944,0000-00-00,,"MAYO DISSECTING SCISSORS, STRAIGHT 14,5CM, 5 3/4""",,HB 1791,HEBU,GERMANY,2,,0,905100,1
3945,0000-00-00,,"MAYO DISSECTING SCISSORS,STRAIGHT, 14,5CM, 5 3/4"""",""CERABITE",,HB 1791-CB,HEBU,GERMANY,1,,0,8951100,1
3946,0000-00-00,,"MAYO DISSECTING SCISSORS,STRAIGHT, 14,5CM, 5 3/4"",""SUPERCUT",,HB 1791-SC,HEBU,GERMANY,1,,0,1553100,1
3947,0000-00-00,,"MAYO DISSECTING SCISSORS, STRAIGHT 15CM, 6""",,HB 1792,HEBU,GERMANY,64,,0,972000,1
3948,0000-00-00,,"MAYO DISSECTING SCISSORS, STRAIGHT, 17CM, 6 3/4""",,HB 1793,HEBU,GERMANY,1,,0,1025000,1
3949,0000-00-00,,"MAYO DISSECTING SCISSORS,STRAIGHT, 17CM, 6 3/4"""",""CERABITE",,HB 1793-CB,HEBU,GERMANY,1,,0,10018100,1
3950,0000-00-00,,"MAYO DISSECTING SCISSORS,STRAIGHT, 17CM, 6 3/4"",""SUPERCUT",,HB 1793-SC,HEBU,GERMANY,1,,0,1673000,1
3951,0000-00-00,,"MAYO DISSECTING SCISSORS,STRAIGHT, 23CM, 9""",,HB 1794,HEBU,GERMANY,1,,0,2123300,1
3952,0000-00-00,,"MAYO DISSECTING SCISSORS,STRAIGHT, 23CM, 9"""",""CERABITE",,HB 1794-CB,HEBU,GERMANY,1,,0,12637100,1
3953,0000-00-00,,"MAYO DISSECTING SCISSORS,CURVED, 14,5CM, 5 3/4""",,HB 1796,HEBU,GERMANY,1,,0,1048700,1
3954,0000-00-00,,"MAYO DISSECTING SCISSORS,CURVED, 14,5CM, 5 3/4"""",""CERABITE",,HB 1796-CB,HEBU,GERMANY,1,,0,9200600,1
3955,0000-00-00,,"MAYO DISSECTING SCISSORS,CURVED, 14,5CM, 5 3/4"",""SUPERCUT",,HB 1796-SC,HEBU,GERMANY,1,,0,1647000,1
3956,0000-00-00,,"MAYO DISSECTING SCISSORS, CURVED 15CM, 6""",,HB 1797,HEBU,GERMANY,46,,0,1048700,1
3957,0000-00-00,,"MAYO DISSECTING SCISSORS,CURVED, 17CM, 6 3/4"""",""CERABITE",,HB 1797-CB,HEBU,GERMANY,1,,0,10297800,1
3958,0000-00-00,,"MAYO DISSECTING SCISSORS, CURVED, 17CM, 6 3/4""",,HB 1798,HEBU,GERMANY,23,,0,1086500,1
3959,0000-00-00,,"MAYO DISSECTING SCISSORS,CURVED, 20CM, 8""",,HB 1798-20,HEBU,GERMANY,1,,0,1543400,1
3960,0000-00-00,,"MAYO DISSECTING SCISSORS,CURVED, 17CM, 6 3/4"", SUPERCUT""",,HB 1798-SC,HEBU,GERMANY,1,,0,1734500,1
3961,0000-00-00,,"MAYO DISSECTING SCISSORS,CURVED, 23CM, 9""",,HB 1799,HEBU,GERMANY,1,,0,1867400,1
3962,0000-00-00,,"MAYO DISSECTING SCISSORS,CURVED, 23CM, 9"""",""CERABITE",,HB 1799-CB,HEBU,GERMANY,1,,0,12964400,1
3963,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, STRAIGHT, 15CM, 6""",,HB 1801,HEBU,GERMANY,1,,0,1253900,1
3964,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, STRAIGHT, 15CM, 6""""""CERABITE",,HB 1801-CB,HEBU,GERMANY,1,,0,8924100,1
3965,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, STRAIGHT, 15CM, 6"",""SUPERCUT",,HB 1801-SC,HEBU,GERMANY,1,,0,1901900,1
3966,0000-00-00,,"MAYO-STILLE DISSECTING SCISSORS, STRAIGHT, 17CM, 6 3/4""",,HB 1802,HEBU,GERMANY,8,,0,1407300,1
3967,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, STRAIGHT, 21CM,8 1/4""",,HB 1802-21,HEBU,GERMANY,1,,0,1921400,1
3968,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, STRAIGHT, 17CM,6 3/4""""""CERABITE",,HB 1802-CB,HEBU,GERMANY,1,,0,10009500,1
3969,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, STRAIGHT, 17CM,6 3/4"", SUPERCUT""",,HB 1802-SC,HEBU,GERMANY,1,,0,2055300,1
3970,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, CURVED, 15CM, 6""",,HB 1803,HEBU,GERMANY,1,,0,1382400,1
3971,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, CURVED, 15CM, 6""""""CERABITE",,HB 1803-CB,HEBU,GERMANY,1,,0,9170300,1
3972,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, CURVED, 15CM, 6"",""SUPERCUT",,HB 1803-SC,HEBU,GERMANY,1,,0,2030400,1
3973,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, CURVED, 17 CM, 6 3/4""",,HB 1804,HEBU,GERMANY,10,,0,1535800,1
3974,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, CURVED, 21CM, 8 1/4""",,HB 1804-21,HEBU,GERMANY,1,,0,2073600,1
3975,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, CURVED, 17CM, 6 3/4""""""CERABITE",,HB 1804-CB,HEBU,GERMANY,1,,0,10292400,1
3976,0000-00-00,,"MAYO-STILLE DISSECTINGSCISSORS, CURVED, 17CM,6 3/4"", SUPERCUT""",,HB 1804-SC,HEBU,GERMANY,1,,0,2183800,1
3977,0000-00-00,,"MAYO-NOBLE DISSECTINGSCISSORS, STRAIGHT, 17CM,6 3/4""",,HB 1806,HEBU,GERMANY,1,,0,1663200,1
3978,0000-00-00,,"MAYO-NOBLE DISSECTINGSCISSORS, CURVED, 17CM, 6 3/4""",,HB 1808,HEBU,GERMANY,1,,0,1921400,1
3979,0000-00-00,,"WILLAUER SCISSORS, STRAIGHT,10""",,HB 1809-01,HEBU,GERMANY,1,,0,3716300,1
3980,0000-00-00,,"WILLAUER SCISSORS, CURVED, 10""",,HB 1809-02,HEBU,GERMANY,1,,0,3880500,1
3981,0000-00-00,,"WILLAUER SCISSORS, STRAIGHT,12""",,HB 1809-03,HEBU,GERMANY,1,,0,5502600,1
3982,0000-00-00,,"WILLAUER SCISSORS, CURVED, 12""",,HB 1809-04,HEBU,GERMANY,1,,0,5667900,1
3983,0000-00-00,,"MAYO-HARRINGTON DISSECTINGSCISSORS, STRAIGHT, 23CM, 9""",,HB 1810,HEBU,GERMANY,1,,0,1997000,1
3984,0000-00-00,,"MAYO-HARRINGTON DISSECTINGSCISSORS, STRAIGHT, 28CM, 10""""""",,HB 1810-28,HEBU,GERMANY,1,,0,3276800,1
3985,0000-00-00,,"MAYO-HARRINGTON DISSECTINGSCISSORS, CURVED, 23CM, 9""",,HB 1811,HEBU,GERMANY,1,,0,2021800,1
3986,0000-00-00,,"MAYO-HARRINGTON DISSECTINGSCISSORS, CURVED, 28CM, 10""""""",,HB 1811-28,HEBU,GERMANY,1,,0,3315600,1
3987,0000-00-00,,"DOYEN ABDOMINAL SCISSORS,STRAIGHT, 16CM, 6 1/4""",,HB 1812,HEBU,GERMANY,1,,0,1787400,1
3988,0000-00-00,,"DOYEN ABDOMINAL SCISSORS,CURVED, 16CM, 6 1/4""",,HB 1813,HEBU,GERMANY,1,,0,1802600,1
3989,0000-00-00,,"DOYEN ABDOMINAL SCISSORS,STRAIGHT, 18CM, 7""",,HB 1814,HEBU,GERMANY,1,,0,1913800,1
3990,0000-00-00,,"DOYEN ABDOMINAL SCISSORS,CURVED, 18CM, 7""",,HB 1815,HEBU,GERMANY,1,,0,2191400,1
3991,0000-00-00,,"JORGENSON DISSECTINGSCISSORS, CURVED, 22CM, 8 3/4""",,HB 1816,HEBU,GERMANY,1,,0,2502400,1
3992,0000-00-00,,"MAYO-LEXER DISSECTINGSCISSORS, STRAIGHT 16 CM, 6 1/4""",,HB 1817,HEBU,GERMANY,8,,0,1407300,1
3993,0000-00-00,,"MAYO-LEXER DISSECTING SCISSORSFINE,STRAIGHT, 21CM, 8 1/4""",,HB 1817-21,HEBU,GERMANY,1,,0,2311200,1
3994,0000-00-00,,"MAYO-LEXER DISSECTINGSCISSORS, STRAIGHT, 16CM,6 1/4""""""CERABITE",,HB 1817-CB,HEBU,GERMANY,1,,0,9749200,1
